ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_G,damage_ND,damage_PS,damage_WD,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_9CLULR89T0,L341F00167C01S00324Rp12604.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_G2FEYAP7PI,79_repeat_2_1504_6043_4404.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_MF34A10XS1,L1130F03203C01S05033Rp03457.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_XPF5VJHGCE,205_repeat_2_1056_6408_4774.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_A97LU099SP,L354F00387C01S02826Rp14842.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_JQJW1XPXTL,L242F04037C41S14418Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_MD6SZZWFTO,L398F02699C01S01139Rp14627.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_PYHS83O0WY,L1153F03533C01S08705Rp28880.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ID_JT6XOBLEKV,L133F03263C39S14041Rp48521.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_WPBEICSTQJ,L341F01343C01S06852Rp15593.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_2FM6336LSK,L429F04528C01S07275Rp28054.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_KJY9TAA2AH,L1137F01500C01S09897Rp27374.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_8NPN5WZ04B,L1116F00495C01S07616Rp15289.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_3JPROU5OA7,L428F01635C01S10344Rp20652.jpg,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
ID_GRRG1F4AOO,L398F02763C01S08235Rp32386.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_P7WEVTSHUB,L331F00160C01S05377Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_YGMI8XVZ6I,L124F00081C39S12822Rp44832.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_Q0FLUF35OM,L1094F02237C39S11587Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_JYAQN6T57W,L133F00086C01S00316Rp14524.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_V61MCZQILS,L134F04229C01S05661Rp14052.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_F019IIPANS,L144F01278C39S12243Rp47570.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_ROTTANN615,L353F03620C01S07326Rp25312.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_I6NO62KSKE,16_repeat_2_1028_5350_3720.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_DQOVX2MTR8,L354F00181C01S00963Rp12057.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_F480HO4JCM,L144F01527C01S07657Rp30156.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_N6CKZGSD18,L134F04228C01S05660Rp14051.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_U47AOSN683,L133F00697C01S05263Rp10633.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID_ZDP2FPYPMR,L222F01384C39S12791Rp35643.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_G3BBAA12EN,L1102F00034C39S11594Dp36448.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_UYFRE4L3AT,L134F00846C01S09791Rp27556.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_FJUYG366ZE,L1093F01350C01S00984Rp07944.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_51GY7E6WZN,L322F03389C39S14157Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_2AENRNF5FN,L133F00685C01S05231Rp14064.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_MKDIZC5P1Q,L411F01095C01S10868Rp30041.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_BUDMURP31T,L341F01307C01S00369Rp12637.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_BZDTDSNISE,L1102F00365C39S11596Rp40649.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_N6RDVLICI6,L323F01737C39S13332Rp39731.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_E7DQ7T3IS3,L133F01257C01S09803Rp20256.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_Y7Q5K3D4K4,L243F04631C01S06793Rp27121.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_BEV8XZR0NM,L1132F04283C01S07507Rp19996.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_ZFA5IIPBFU,L311F03565C01S00951Rp10178.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_LG8YBGA77G,L121F00590C01S04085Rp14233.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_KILYX4S7II,L221F01591C39S14768Rp41331.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_4RP97VIQOM,L1153F00985C39S11622Rp39576.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_BX8WLQAP6D,L131F03894C01S01626Rp14638.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_JEXZI5Z4TC,L134F00822C01S01077Rp11799.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_VG0ETWVRSD,L133F00686C01S01088Rp14065.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_QHR24GWHOK,L342F02799C01S09997Rp29724.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_495O0CQ21E,L1144F04457C01S09226Rp23477.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_VZ7SHLA0DC,L1090F03097C01S08407Rp21032.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_JXE3Z1L81T,L435F01432C39S14949Rp48469.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_S0BL9EE1HB,L1123F03617C39S11952Rp33250.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_ISJJZMNUY2,L376F04688C39S12379Rp34965.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_K5P5TAJFTO,L354F03979C01S08793Rp19873.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_XKA5O22KS7,154_repeat_2_1581_5252_3611.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_4EDEHO0WAE,L426F02444C01S10535Rp24332.jpg,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ID_YQLFSLX5BK,L1115F00427C39S12925Dp42638.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_SG3W8SAW48,L429F01328C01S08197Rp30495.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_1M56MDJ4U2,L242F04035C01S03492Rp13089.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_I0GO6S1J3Z,L323F02888C01S01282Rp14696.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_HP51T57U1F,L144F00935C39S12238Rp46919.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_C0JNGDAUD4,L992F04381C01S07261Rp18448.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_EZD0SEUL9T,L141F01953C01S01679Rp09477.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_B6X9Q96KMC,L331F04184C39S12614Rp44374.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_SIR2CMBFTC,L1084F02124C01S02995Rp09958.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_7M7EP6Z9XU,L311F00639C01S00888Rp03522.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_M9F5A6ECIY,L141F03368C01S03432Rp13649.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_QNUT1S0BTS,L1133F00552C39S12110Rp40968.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_F0UKTQY414,L134F00780C39S14177Rp41137.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_U4JSG958DE,L134F00843C01S01313Rp00411.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_EVQXQO76C4,L428F02724C39S14350Rp48499.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_N4GL7MQT7H,L428F00866C01S09321Rp20121.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_OSKOF0M00R,L1093F02864C01S06777Rp18424.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_4724H884I9,L1094F01763C01S08060Rp25852.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_OG438U7FO2,L134F00852C39S14276Rp46767.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_7QXH80BHII,L410F02786C39S12694Rp36899.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_78G6MILDDR,212_repeat_2_1993_5392_3771.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_8XFNK6O23W,L371F03246C01S03983Rp05221.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_Q85A1Q4KM6,L1089F00016C39S11725Dp42731.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_SJNRMWHORU,L315F00648C39S13356Rp39362.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_9R0QXENMMB,L361F00947C01S08975Rp19600.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_WQ5KHDAP44,L1094F01003C01S01254Rp07916.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_GI6DM0TECQ,L1150F01224C39S14848Dp42057.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_YM1CG2GV3C,L144F00100C39S12234Rp34577.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ID_UXR57YG5PY,L141F00498C39S12515Rp49109.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_SLU8F7T3NY,L133F00686C01S06942Rp17824.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_8WCA0L6GKX,226_repeat_2_1085_6277_4640.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_JNMGEMTW8K,L221F00237C39S13345Rp45688.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_O74GDYCCC6,L144F02773C01S07632Rp30710.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_XXX46ICI4U,167_repeat_2_1077_5585_3924.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_V3YNXTSTUO,L410F03577C01S02307Rp01508.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_6AOWS9UX6Y,L354F03985C01S03089Rp14307.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_1KE15FP8UF,L406F03003C01S09072Rp20630.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_98JVQ49YBB,L232F01664C02S07802Rp19793.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_AZ8S3U30D1,L1094F01746C01S03173Rp08481.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_KA9CCJB9EX,L134F00884C39S14252Rp43432.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_6UD801875W,L323F03170C39S13083Rp43628.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_403EZ3F0QP,L1150F02014C39S14860Dp38300.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_C9O3G3CRXI,L1136F03631C01S00106Ip.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID_RFAJD556W0,L144F01091C01S00652Rp13821.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_ISS9I5Q6OO,L378F01052C01S06900Rp17009.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_ZGHDLWEL12,L121F00585C39S12912Rp48459.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
ID_B3OPP4B6X1,L331F01251C01S05384Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_ME0DO7F503,L415F01767C01S01238Rp13707.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
ID_DOO1TSOJZ4,L232F04072C41S14681Rp45665.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_VKPETIAV2Z,L371F04432C01S08048Rp32191.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_8YQAI2I2JF,L231F00243C41S12142Rp49014.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_9XJ8IUDYHY,L332F01528C01S00440Rp03700.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_3YBI9E4DQK,L232F04014C03S09673Rp26355.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_MSIN1S49F3,L406F02369C01S06908Rp32150.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_NCPGP7D0GU,L415F01570C01S04488Rp14232.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_N5T61KUKBI,L365F03009C01S01520Rp05803.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_A7XPGPJMCE,L141F01250C01S07354Rp17326.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_YIPFDAL0BG,L1089F04702C01S08076Rp20056.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_6XY2OZTNFS,L435F01432C39S14949Rp49120.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_5XNYOK2QU1,L221F04006C39S14764Rp39949.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ID_UAK9SP1URP,L134F04018C01S05266Rp14581.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_B85RUWVWLN,L134F00846C39S14209Rp47147.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_MZR3P6CNJ4,L342F02113C01S03400Rp13555.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_1GC4RNDHCJ,L365F03201C01S01519Rp14545.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID_9TFA24M0D3,L134F00807C01S05236Rp14042.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_82U0E5SVJN,L144F00679C39S12236Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_AY8V70YDGI,L435F01186C41S12258Rp49144.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_2WKF0DUF6X,L341F02738C01S00942Rp14936.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_EH68AWHVSA,L321F01946C01S05645Rp13539.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_R1MVZIDDS0,L1093F02146C01S08512Rp21996.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_76KNE920Z3,171_repeat_2_2352_3015_1911.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_PGX4TRUK40,L429F00196C01S08077Rp24024.jpg,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ID_JB8X9AWRAF,L1094F04312C01S07061Rp23403.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_LDGLXAT0O3,L353F01260C39S12480Rp48203.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_TK0TPMIXU9,30_repeat_2_1418_6114_4486.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_K57QS5RPH6,244_repeat_2_2083_1567_1154.JPG,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
ID_MFMQ8924KF,L398F02251C01S01138Rp05423.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_APB1SWIJ3D,L221F00336C01S03314Rp14256.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_24WOTEISVW,L1095F01389C39S12046Dp41484.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_0JF1RO2XMG,L361F01300C39S14450Rp39746.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_B5TU69KWS2,L323F00405C01S01191Rp07685.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_SV53L133ZR,L144F00937C01S07461Rp30144.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_UCAK5F4NGM,244_repeat_2_2083_2551_1568.JPG,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
ID_S6DCT0O5IQ,L428F01571C01S10134Rp31271.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_NDB6P6X2PM,L1132F04289C01S07479Rp25268.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
ID_IN4XHQ9RTN,L398F01276C01S03717Rp15000.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_BBER2REY4P,L323F00907C39S13074Rp34378.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_Y6G5EO1LZM,L1095F00448C39S11764Rp39793.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
ID_HX906C0XFO,L429F03126C01S08196Rp24017.jpg,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ID_A8I52A4NG5,L311F00133C01S00957Rp06769.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_XH1GQ9TX31,L341F03332C01S00778Rp13960.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_KFG44UT6IO,L1094F02890C39S11561Rp41774.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_FUP5GW560B,L1124F00630C39S13943Rp40398.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_9OQ32IP375,L1084F02108C01S07241Rp24309.jpg,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
ID_WAI3Z9QO5Z,L1095F00653C39S13988Dp38319.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_TR8M6PIAVR,L371F04399C39S14233Rp39346.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_V65RQ7HIU8,201_repeat_2_1461_252_159.JPG,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ID_GVYKQ3PGLD,L341F02998C01S00927Rp00223.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_91KXEEZHH8,L1122F01581C01S05414Ip.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_BMDRJYS01B,171_repeat_2_2322_3695_2410.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_GVJ0RRPTQD,L1144F04450C01S09223Rp20951.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_O58WKW5C2V,L410F02661C01S02570Rp14363.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_T4O6355VXY,L331F04174C01S04288Rp01665.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_J184LSE27Z,L433F02057C39S14347Rp48884.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_XIKX9WKAOV,L222F01384C01S02997Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_WB7Z57EQI7,L1095F00444C01S00183Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_0G66N31KB3,L222F03152C01S03015Rp12022.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
ID_XU93BEOVQ2,L428F00960C39S14104Rp48413.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
ID_LQIQS4BONT,L122F00549C39S13168Rp42826.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_GDOGBM2574,L371F00666C39S14112Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_B9GAMVM8KV,L1089F02409C39S11811Rp41727.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_IXLYD6EDOD,L121F00577C39S12968Rp40515.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_6GIPUJ5YXH,L131F03896C01S01628Rp02859.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_N8IY5QYE2Z,L355F02273C40S14751Rp46148.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_37B427RCS7,14_repeat_2_1426_6063_4431.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_DWIIMB4PH6,L144F03153C01S00171Rp12898.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_APN7EYWVY9,L133F00737C39S14615Rp48527.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_TWIIDJPSLM,L232F04047C40S14819Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_XHCDO1CNPW,189_repeat_2_1527_6071_4439.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_IVDYZTN8TK,159_initial_1_1502_1502.JPG,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ID_5QUQ6D94T7,L221F00888C42S13053Rp32892.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
ID_IQ9AKFA8SZ,L410F00106C39S14584Dp49300.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
ID_RL7S18RFRI,L1144F04438C01S09218Rp28003.jpg,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ID_OY6WL860WY,L341F01885C01S08098Rp18294.jpg,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ID_30VVTE3HF5,L354F03979C39S13326Rp42022.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_89H8ST3QHJ,L1132F04287C01S07495Rp29811.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_CJNKK5IEHL,L124F00641C39S12718Rp33288.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_U45E5M535A,L1084F03198C01S00078Rp08446.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_67BNRNUTNM,L428F01820C02S10133Rp25463.jpg,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
ID_UJM6E6YAXR,L1094F01376C39S11572Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_3RBI9RR0LS,L323F01203C01S00344Rp07589.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_7N3WVSAPRF,L1153F00065C01S10875Rp28178.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_9QCPDYK378,L342F02061C01S01251Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
ID_SWSSEGTKTH,L315F00144C01S03457Rp14425.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_PG7QS3S342,L428F03464C20S10278Rp26811.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_XMHC618KMD,L321F03728C01S07028Rp22736.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_8V39QI9ST5,L113F00071C01S07192Rp31385.jpg,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ID_6MT7I9GS0F,L221F00422C01S04834Rp10999.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ID_33U2GHPAUB,L1095F03392C39S12118Rp41764.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_XLH25LFOAX,L353F01863C39S12453Dp48220.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_YGP8QLER4C,L428F01217C39S14435Rp34542.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
ID_ZIKZF0R3SH,L365F01371C39S12470Rp35469.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_UUP0MYYQ1U,L133F01358C39S14730Rp47511.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_IOTU6K930U,177_repeat_2_1167_5766_4140.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_6HM8CETAQP,L341F00168C03S09681Rp18284.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ID_G2519YD7KB,L321F01946C01S05645Rp07186.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
ID_DRCDIUZSVA,L134F00852C39S14276Rp44963.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_5K1YFFA8XS,L311F00133C01S00957Rp05508.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_9K4O6H8GHS,L131F03898C01S01629Rp06725.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ID_KUAKHIXWB6,L1094F01392C39S11673Rp43361.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_H1ZZ28NN9B,L144F00974C01S08577Rp29049.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_QTH7Z1TT6N,L1083F02651C39S12108Rp32560.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
ID_KGP2RFO2FS,L221F00888C42S13053Rp43872.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_EQERTHNANY,L144F02296C01S01188Rp14282.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
ID_E5CDHPA9YG,202_repeat_2_1420_2455_1479.JPG,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_525RK14CT2,L133F01656C39S14732Rp48958.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
ID_1OUU4OCR8S,L133F01736C01S06952Rp31492.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
ID_U0P2IKPCLA,232_repeat_2_1550_6427_4793.JPG,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
ID_RR8N01JPE8,L1130F01042C01S07357Rp27132.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ID_VAYW72Y0G3,236_repeat_2_1994_6016_4376.JPG,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
ID_W36FLBXB46,L242F00539C01S08167Rp27394.jpg,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ID_ELV4R5SWQ2,L1116F02445C01S09305Rp30791.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
