ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_VR48Q9IH7B,L325F03525C39S12176Rp34062.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_L2RSV0N7M0,L131F03894C39S12691Rp47664.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_OS68P8H3GQ,L1095F03386C39S12040Rp36367.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_JKZZPACNBM,L1149F00401C01S00347Rp07481.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_7OKRUT6J6I,L134F00787C01S02724Rp13619.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_49CK869EF2,L134F04021C01S02976Rp04402.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_VEP9OK6W82,L1136F03296C01S09382Rp30851.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_4G92NBWAQU,L311F00133C01S00957Rp03494.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_L4KBO4VSRJ,L141F01738C01S08032Rp16370.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_OM4HUV2WX6,L326F01740C01S03145Rp13958.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_JB8X9AWRAF,L1094F04312C01S07061Rp23403.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_2LCONL13PA,L124F02764C39S13530Rp34404.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_Z7MQ1GMW8V,L144F00100C01S00198Rp14729.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_6YA4DWU9T9,L134F00838C01S05276Rp14569.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_GR3L32W9UD,L325F01619C01S00299Rp14950.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_RW2DKNLBXJ,L428F02700C01S00381Rp13178.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_Y41BLXSY88,L1133F00552C01S01524Rp07744.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_3L3R8NZ255,L1084F02394C01S03378Rp09620.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_96SQOSDWNL,L221F02158C01S04839Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID_X5MRH9E08K,71_repeat_2_1288_5940_4283.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_GRPZ0FGGIN,L429F03239C39S14836Rp48596.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_HHAGNBD9VF,L321F01947C01S05644Rp14929.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_XHCDO1CNPW,189_repeat_2_1527_6071_4439.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_QHWBXH8CS3,L354F03989C39S13391Rp48797.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_1B7EWJAUUL,L1150F03411C39S12207Rp33259.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_ZQ3N0TQ0A6,L410F00299C01S01349Rp14024.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_4OW31OCDZ9,L144F02841C42S13951Rp43862.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_DA0AFL6AEL,64_repeat_2_1618_3366_2181.JPG,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_R2KQRHEN4O,L133F00086C39S14022Rp48120.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_VBLXLBJQ1Q,L314F03000C39S12476Rp41731.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_NXZ0ANHL16,L231F03159C40S13016Rp46926.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_ZJY0UWF0CF,L134F00755C01S05285Rp14558.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_5IZBRDVE3E,L342F02109C01S03391Rp13549.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_LDAH3OUX4L,L134F00746C39S00000Ip.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_EOEPDFQUFP,L342F02120C01S03404Rp13561.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_2O3KFYAYHR,L314F02165C01S03487Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_ZYIA2C1SLT,L134F00761C39S13695Rp49084.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_V7KACKGTU9,L133F00270C39S14527Rp46787.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_GA3I0MVRP6,L410F01648C01S02838Rp14381.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_EH68AWHVSA,L321F01946C01S05645Rp13539.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_JBVW4QRT74,L1136F00550C01S00103Rp07650.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_9TD4VVCFLD,L1102F01304C01S08499Rp20194.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_7KSWTJ2MCG,L432F00214C01S01648Rp13094.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_HFBXHTDN6M,L1094F02172C01S07730Rp23012.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_4YJ49MXP45,L144F01202C01S01090Rp12890.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_B6UQS3RMB7,L122F03121C01S02834Rp14675.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_Q6DD54M4SZ,L134F00092C01S00173Rp14036.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_GANYSOJYO0,L134F00846C39S14209Rp34599.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_U9GMIFTGD7,L1084F00364C01S07510Rp22220.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_NYY6U5L1YN,L134F04023C01S02591Rp12995.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YZ14O5J25Z,116_repeat_2_2253_2878_1838.JPG,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_VNEIML3Z4A,L342F03398C01S03298Rp14606.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_4AXLRWYLVG,L231F04556C41S14842Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_VIHEFWD15O,L134F00852C39S14276Rp48180.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_RFAJD556W0,L144F01091C01S00652Rp13821.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_IPVGWDCVFD,L378F02829C01S07388Rp17314.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_U0066JDIPH,L311F02560C39S13121Rp42842.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_EBZZB29BOH,L331F04161C01S04747Rp10442.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_OH168MHCY9,L1125F02253C39S14402Rp35670.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_Y7C5CPF97T,L342F02110C01S03393Rp11514.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_CZPJ874DV2,L429F03239C39S14836Rp49197.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_25QUV77BWR,L1132F04295C01S07514Rp22633.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_2BQ5OOXRTK,L410F01225C01S02547Rp14106.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YW244W7L09,189_repeat_2_1526_6070_4438.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_QFNMMPT1B5,28_repeat_2_1035_199_125.JPG,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ID_70NPUBA4MA,L134F00804C39S14181Rp48347.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_385H3QRARD,L1093F01700C01S08553Rp21057.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_GY90NLDPAV,171_repeat_2_2291_3861_2446.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_UZI6JTE05A,L1083F01382C01S06765Rp24281.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_WX2S9FEZ54,L435F01186C01S07904Rp21281.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_8E9Q5Y18C7,L124F00080C01S00227Rp13624.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_S3OHDMMEP4,L311F01586C01S09291Rp25625.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_YKFBF6KIBF,L125F02532C01S13950Rp34366.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_ATM7ZDI9YM,L433F00647C01S01268Rp14717.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_47M9WFKA8J,L331F04170C39S12604Rp45268.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_3TV2G9SE27,L134F00771C01S00620Rp14056.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_7HCBT982KP,L406F04352C39S12392Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_SE4U1YXSVT,L144F01141C01S01608Rp03067.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID_HMJHM1D1XH,L311F00133C01S00957Rp10176.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ICFIMP89KZ,139_repeat_2_1489_5091_3420.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_DQDO4ZLHA0,L361F00187C01S07740Rp16479.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_M9D3BCAURF,L1094F01306C01S09030Rp18878.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_8Q5RMJKEFY,L144F01278C01S07651Rp30155.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_8DGWNLG85X,12_repeat_2_2036_4957_3338.JPG,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
ID_JZHBOZA1HK,L376F00452C39S14384Dp38795.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_K22NLH9PBO,L144F00100C01S07450Rp17380.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_TLAZJ7FJWQ,L144F02296C01S01188Rp14280.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_421NTQNGJI,33_repeat_2_1273_6348_4721.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_E5NSZUIR3L,L373F01844C01S04299Rp08263.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_RWVTYKVNUR,L222F00999C39S14318Rp43808.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_AME45K9Y7N,L133F01013C39S14729Rp48955.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_5RY3W8ZD1Z,L406F04382C39S12996Rp46501.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_O4V8O2DNNU,L342F02131C01S03422Rp13571.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_2DIIZ01NTP,L1136F00656C01S11015Rp22887.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_9AR29M9PG3,L1084F01368C01S00079Rp07837.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_NVYPWF6R96,L222F00670C01S02988Rp12815.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_I1Z895B3WH,L221F01253C42S13062Rp38650.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_XP5KZWID2O,L429F03239C39S14836Rp49050.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_MGB4WVWK77,181_repeat_2_1623_6260_4627.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_7NVHFUW4D7,L1093F02859C01S07247Rp19703.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_W0M70DQIFN,L398F01012C01S03352Rp14903.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ZFM1CVIXPO,L131F03893C01S01619Rp06580.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_XBRTIZX16A,L361F02344C39S14061Rp48579.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_2ZAQO5Q6XH,L433F03213C01S01275Rp13448.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_TMCD2HLZOG,71_repeat_2_1287_5939_4282.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_WQSM8W2LPA,L341F01885C39S13279Rp47219.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_I4BG3NVKZV,L221F00412C01S04833Rp03329.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID_XH3QAQ3TN0,L222F00239C39S14292Dp39601.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
ID_EYCHJK6SNQ,L354F00181C01S08871Rp19089.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_EF0N63ICLA,L242F01471C41S14075Rp48528.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_0WMPBE7ZXU,L325F01429C39S12187Rp45988.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_ZEPOB112XE,L134F00761C01S02738Rp03953.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_0PS5GEBH5K,L121F00592C01S04298Rp05632.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_LDX4FD76GZ,L376F01610C39S14790Dp47932.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_IOTU6K930U,177_repeat_2_1167_5766_4140.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_P64BJRV3FQ,L1122F02870C39S14620Rp38579.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_KWCQWGMY8X,168_repeat_2_1205_4144_2722.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_3Z5SSHC5AB,L222F01209C01S02992Rp12817.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_67B969FHAE,L429F00352C01S03470Rp13671.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_MCNEC2HEIA,L436F03041C01S08207Rp18446.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_IJUG8QMXF7,L1127F00371C01S08226Rp19139.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_7JL9LB1UA8,L141F02044C39S12830Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_FXF99VWOXA,L1115F00325C39S12926Rp40257.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_AM54WJI1W1,L1124F01277C01S06750Rp18933.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_CCSWRD8GWO,L311F00639C01S00888Rp01463.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_UK50NSTI6Y,L222F02780C39S13990Ip.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_C1Q6EQB08T,L342F00537C01S07760Rp24133.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_M18H405GL7,L144F01883C01S00169Rp14773.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_FLKNEUJYUD,L326F01986C39S13422Dp37558.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_69X3A99CZN,L1102F02447C01S08501Rp29203.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_QLDM39ZZZA,237_repeat_2_1281_6315_4684.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_Y9NF7Y4M2C,L134F00872C39S14245Rp47700.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_ICZ8TLYCYM,L361F01181C39S12760Rp49188.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_FTPXKUF71P,180_repeat_2_1166_2063_1359.JPG,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_FXK99JIHE6,171_repeat_2_2291_4549_2951.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_ZPZD7ZKKL7,L221F03419C01S03315Rp14258.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_KZ0J476KKN,L133F00087C39S14336Rp48548.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_9HK31DKXXX,L141F03044C39S14008Rp47944.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_3PUYR5QGZU,L321F01946C39S13032Rp41037.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_0XRRGFZMUV,L1094F04341C01S07092Rp15245.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_A8I52A4NG5,L311F00133C01S00957Rp06769.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_CYWVQ8Z8W8,L131F03897C01S06948Rp25430.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_2NY0JABCJJ,L1155F00062C01S00047Rp10949.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_DPLDZ18MOP,L1130F00057C01S08015Rp27130.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_7ZK3D1QTE9,L1094F01205C01S07724Rp18269.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_D6OHVKKLJZ,201_repeat_2_1382_3100_1933.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_A7M83XMNWF,L1133F00552C01S01524Rp06515.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_793QUJRCJ5,L1084F00540C01S07486Rp29320.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_OJHUFG3688,L134F00089C01S02645Rp12322.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_M9NF6POO3A,L1095F01460C01S00680Rp09211.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_424VDICLZH,L398F02006C01S08922Rp18025.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_JWPQDQ5VVS,L426F01825C41S14977Rp47742.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_FC5HLM0GER,L1090F00928C01S00209Rp00263.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_2Y75S4EJDO,L331F04667C39S14118Rp34993.jpg,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_DJY3OP7M2A,L133F03151C39S14737Rp48964.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_F67ITZUFGG,L410F02693C01S01335Rp08512.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_ED116B38MF,L221F03419C01S03315Ip.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_S6GVR55426,L231F00245C41S14840Rp45069.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_IEIA36UBM7,L1093F02864C39S11762Rp32570.jpg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_85V6TYFI3H,226_repeat_2_1078_1578_1167.JPG,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
ID_1VXJS03ZK6,L1125F00443C01S08809Rp22258.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_7N3MHLZYBJ,L134F00855C01S05273Rp14572.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_12Z0WLAKJI,L1139F00045C01S01572Rp05743.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_5QGZQITM20,L1148F00061C02S08738Rp16672.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_BS4RUNRDHD,L1094F03303C01S07763Rp22189.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_TKYJQPMLBW,L332F00162C01S09100Rp21252.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ID_RL5E45O7M2,L1150F03569C01S10095Rp26743.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
ID_E71XX8LZ0J,L1122F02550C39S14372Dp42249.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_KY1I8Z7AGE,L134F00846C39S14209Rp48352.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_QSPM3YNLY7,L430F01265C39S13909Rp40378.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
ID_1Q9OX2Y18R,L1084F01368C01S07954Rp19772.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
ID_4AIIGWARAF,L144F04048C42S13953Rp43863.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_NDUVDUTDGX,L134F00823C01S09779Rp29230.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
ID_C8NO5TXWF2,L1136F00047C01S00107Rp08906.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_3AEENHDQ3J,L410F00106C39S14584Rp47969.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_9W2DZNGVJ3,L144F03153C01S00171Rp14666.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_8V3EOTX4SZ,L221F00237C01S03306Rp14153.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_WUP9323TC2,L133F01497C39S14731Rp48957.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_7PS9Y45BG4,L1089F00554C39S11812Rp33921.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_YCPCTRK6O6,L371F04458C39S12526Rp49180.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_1OP9UV3LIM,L1084F03259C01S00075Rp06923.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_NRCE687EZR,L221F01253C01S08469Rp28175.jpg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_L8N6V5X5SK,L325F03081C01S00070Rp08409.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_35K9OMA21F,L1153F03533C01S01053Rp09103.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_ZFA5IIPBFU,L311F03565C01S00951Rp10178.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_G2FEYAP7PI,79_repeat_2_1504_6043_4404.JPG,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_KPY0ZXZUQM,67_repeat_2_1203_4061_2633.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_NJAC2M3AMK,L141F01625C01S07890Rp18769.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_VPN9OFI1AV,209_repeat_2_1357_1331_1046.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_DP5F4VH2TP,L365F00490C39S12458Rp36692.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ID_UGHGJ05L5J,L354F03993C01S01042Rp14989.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_LOZVRKMHCR,L371F04413C39S14090Rp36278.jpg,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_EMKVBY8188,L323F03587C01S01272Rp13742.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_XQ20RA8XR8,L1084F02299C01S02998Rp09619.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_YDWMV392GQ,L134F00787C01S02724Rp05780.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_2Z34S8YC0E,L134F04019C01S05264Rp14582.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_XCDMB2C24Z,L1116F01189C01S03183Rp01775.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
ID_IO2R6P9DNJ,L222F00240C01S03265Rp14162.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_SIR2CMBFTC,L1084F02124C01S02995Rp09958.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_HBM4U3PMW8,L428F02948C39S14228Dp49337.jpg,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ID_DLKPR1RM25,248_repeat_2_1635_1267_975.JPG,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_1HGLIMO06J,L342F01845C39S14028Rp48896.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_7P7BJEUOTO,L1124F02103C01S00994Rp04043.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_O62Y9BZ7NR,L322F00149C01S01445Ip.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
ID_A4RJ7PSQS0,L315F01899C01S00450Rp14407.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_FMUMH79O7M,L1084F01577C01S07956Rp23496.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_ZLFIXBTNTA,L133F00716C01S00627Rp14078.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ID_E8H3J1IKHZ,L134F00872C39S14245Rp48355.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_WG48J02UK4,L1116F01189C39S12229Rp40255.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_SK30NVJ00M,L1153F00305C39S12045Rp37708.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
